{'loss': 0.6925, 'grad_norm': 4.35638427734375, 'learning_rate': 9.9e-07, 'epoch': 0.02}
 57%|█████▋    | 1769/3125 [03:19<02:42,  8.35it/s]
 57%|█████▋    | 1770/3125 [03:19<02:43,  8.30it/s]
 57%|█████▋    | 1771/3125 [03:19<02:43,  8.28it/s]
 57%|█████▋    | 1772/3125 [03:20<02:44,  8.23it/s]
 57%|█████▋    | 1773/3125 [03:20<02:43,  8.25it/s]
 57%|█████▋    | 1775/3125 [03:20<02:26,  9.24it/s]
 57%|█████▋    | 1776/3125 [03:20<02:27,  9.13it/s]
 57%|█████▋    | 1778/3125 [03:20<02:28,  9.06it/s]
 57%|█████▋    | 1779/3125 [03:20<02:29,  8.99it/s]
 57%|█████▋    | 1780/3125 [03:20<02:32,  8.79it/s]
 57%|█████▋    | 1781/3125 [03:21<02:35,  8.64it/s]
 57%|█████▋    | 1782/3125 [03:21<02:37,  8.50it/s]
 57%|█████▋    | 1783/3125 [03:21<02:39,  8.43it/s]
 57%|█████▋    | 1785/3125 [03:21<02:29,  8.96it/s]
 57%|█████▋    | 1787/3125 [03:21<02:12, 10.13it/s]
 57%|█████▋    | 1788/3125 [03:21<02:18,  9.63it/s]
 57%|█████▋    | 1789/3125 [03:21<02:25,  9.21it/s]
 57%|█████▋    | 1790/3125 [03:22<02:29,  8.95it/s]
 57%|█████▋    | 1791/3125 [03:22<02:26,  9.13it/s]
 57%|█████▋    | 1792/3125 [03:22<02:22,  9.35it/s]
 57%|█████▋    | 1793/3125 [03:22<02:20,  9.45it/s]
 57%|█████▋    | 1794/3125 [03:22<02:27,  9.05it/s]
 57%|█████▋    | 1795/3125 [03:22<02:31,  8.79it/s]
 57%|█████▋    | 1796/3125 [03:22<02:34,  8.60it/s]
 58%|█████▊    | 1797/3125 [03:22<02:29,  8.91it/s]
 58%|█████▊    | 1799/3125 [03:23<02:24,  9.20it/s]
 58%|█████▊    | 1801/3125 [03:23<02:20,  9.44it/s]
 58%|█████▊    | 1802/3125 [03:23<02:24,  9.15it/s]
 58%|█████▊    | 1803/3125 [03:23<02:29,  8.81it/s]
 58%|█████▊    | 1804/3125 [03:23<02:33,  8.61it/s]
 58%|█████▊    | 1805/3125 [03:23<02:35,  8.47it/s]
 58%|█████▊    | 1806/3125 [03:23<02:37,  8.36it/s]
 58%|█████▊    | 1807/3125 [03:23<02:38,  8.29it/s]
 58%|█████▊    | 1808/3125 [03:24<02:39,  8.23it/s]
 58%|█████▊    | 1810/3125 [03:24<02:33,  8.58it/s]
 58%|█████▊    | 1811/3125 [03:24<02:35,  8.48it/s]
 58%|█████▊    | 1812/3125 [03:24<02:35,  8.42it/s]
 58%|█████▊    | 1813/3125 [03:24<02:36,  8.38it/s]
 58%|█████▊    | 1815/3125 [03:24<02:25,  9.01it/s]
 58%|█████▊    | 1816/3125 [03:24<02:28,  8.81it/s]
 58%|█████▊    | 1818/3125 [03:25<02:26,  8.90it/s]
 58%|█████▊    | 1819/3125 [03:25<02:29,  8.74it/s]
 58%|█████▊    | 1820/3125 [03:25<02:31,  8.59it/s]
 58%|█████▊    | 1821/3125 [03:25<02:33,  8.51it/s]
 58%|█████▊    | 1822/3125 [03:25<02:27,  8.83it/s]
 58%|█████▊    | 1823/3125 [03:25<02:23,  9.05it/s]
 58%|█████▊    | 1824/3125 [03:25<02:27,  8.80it/s]
 58%|█████▊    | 1825/3125 [03:26<02:30,  8.62it/s]
 58%|█████▊    | 1826/3125 [03:26<02:29,  8.72it/s]
 58%|█████▊    | 1827/3125 [03:26<02:31,  8.54it/s]
 58%|█████▊    | 1828/3125 [03:26<02:33,  8.45it/s]
 59%|█████▊    | 1829/3125 [03:26<02:36,  8.28it/s]
 59%|█████▊    | 1830/3125 [03:26<02:36,  8.28it/s]
 59%|█████▊    | 1831/3125 [03:26<02:36,  8.26it/s]
 59%|█████▊    | 1833/3125 [03:26<02:26,  8.80it/s]
 59%|█████▊    | 1834/3125 [03:27<02:29,  8.63it/s]
 59%|█████▊    | 1835/3125 [03:27<02:31,  8.52it/s]
 59%|█████▉    | 1836/3125 [03:27<02:26,  8.80it/s]
 59%|█████▉    | 1837/3125 [03:27<02:29,  8.63it/s]
 59%|█████▉    | 1838/3125 [03:27<02:27,  8.72it/s]
 59%|█████▉    | 1839/3125 [03:27<02:30,  8.56it/s]
 59%|█████▉    | 1840/3125 [03:27<02:31,  8.46it/s]
 59%|█████▉    | 1841/3125 [03:27<02:33,  8.38it/s]
 59%|█████▉    | 1843/3125 [03:28<02:22,  9.01it/s]
 59%|█████▉    | 1845/3125 [03:28<02:19,  9.19it/s]
 59%|█████▉    | 1846/3125 [03:28<02:23,  8.94it/s]
 59%|█████▉    | 1847/3125 [03:28<02:25,  8.75it/s]
 59%|█████▉    | 1848/3125 [03:28<02:28,  8.60it/s]
 59%|█████▉    | 1849/3125 [03:28<02:30,  8.49it/s]
 59%|█████▉    | 1850/3125 [03:28<02:27,  8.62it/s]
 59%|█████▉    | 1851/3125 [03:29<02:29,  8.50it/s]
 59%|█████▉    | 1852/3125 [03:29<02:31,  8.41it/s]
 59%|█████▉    | 1853/3125 [03:29<02:32,  8.35it/s]
 59%|█████▉    | 1854/3125 [03:29<02:32,  8.32it/s]
 59%|█████▉    | 1856/3125 [03:29<02:26,  8.67it/s]
 59%|█████▉    | 1857/3125 [03:29<02:28,  8.55it/s]
 59%|█████▉    | 1858/3125 [03:29<02:29,  8.46it/s]
 59%|█████▉    | 1859/3125 [03:29<02:24,  8.76it/s]
 60%|█████▉    | 1860/3125 [03:30<02:27,  8.59it/s]
 60%|█████▉    | 1861/3125 [03:30<02:27,  8.59it/s]
 60%|█████▉    | 1862/3125 [03:30<02:29,  8.45it/s]
 60%|█████▉    | 1863/3125 [03:30<02:30,  8.38it/s]
 60%|█████▉    | 1864/3125 [03:30<02:31,  8.32it/s]
 60%|█████▉    | 1865/3125 [03:30<02:32,  8.29it/s]
 60%|█████▉    | 1866/3125 [03:30<02:32,  8.27it/s]
 60%|█████▉    | 1868/3125 [03:30<02:12,  9.45it/s]
 60%|█████▉    | 1869/3125 [03:31<02:18,  9.06it/s]
 60%|█████▉    | 1870/3125 [03:31<02:22,  8.81it/s]
 60%|█████▉    | 1871/3125 [03:31<02:25,  8.64it/s]
 60%|█████▉    | 1872/3125 [03:31<02:27,  8.52it/s]
 60%|█████▉    | 1874/3125 [03:31<02:17,  9.09it/s]
 60%|██████    | 1875/3125 [03:31<02:21,  8.85it/s]
 60%|██████    | 1876/3125 [03:31<02:23,  8.68it/s]
 60%|██████    | 1877/3125 [03:32<02:26,  8.50it/s]
 60%|██████    | 1879/3125 [03:32<02:15,  9.19it/s]
 60%|██████    | 1880/3125 [03:32<02:19,  8.93it/s]
 60%|██████    | 1881/3125 [03:32<02:18,  8.96it/s]
 60%|██████    | 1882/3125 [03:32<02:20,  8.86it/s]
 60%|██████    | 1884/3125 [03:32<02:04,  9.95it/s]
 60%|██████    | 1885/3125 [03:32<02:09,  9.54it/s]
 60%|██████    | 1886/3125 [03:33<02:15,  9.15it/s]
 60%|██████    | 1887/3125 [03:33<02:19,  8.88it/s]
 60%|██████    | 1888/3125 [03:33<02:22,  8.67it/s]
 60%|██████    | 1889/3125 [03:33<02:24,  8.53it/s]
 60%|██████    | 1890/3125 [03:33<02:22,  8.66it/s]
 61%|██████    | 1892/3125 [03:33<02:18,  8.89it/s]
 61%|██████    | 1893/3125 [03:33<02:21,  8.71it/s]
 61%|██████    | 1894/3125 [03:33<02:23,  8.57it/s]
 61%|██████    | 1895/3125 [03:34<02:25,  8.44it/s]
 61%|██████    | 1896/3125 [03:34<02:26,  8.38it/s]
 61%|██████    | 1897/3125 [03:34<02:28,  8.26it/s]
 61%|██████    | 1898/3125 [03:34<02:30,  8.16it/s]
 61%|██████    | 1899/3125 [03:34<02:30,  8.17it/s]
 61%|██████    | 1900/3125 [03:34<02:30,  8.16it/s]
 61%|██████    | 1901/3125 [03:34<02:26,  8.33it/s]
 61%|██████    | 1902/3125 [03:34<02:26,  8.37it/s]
 61%|██████    | 1903/3125 [03:35<02:27,  8.28it/s]
 61%|██████    | 1904/3125 [03:35<02:27,  8.25it/s]
 61%|██████    | 1906/3125 [03:35<02:16,  8.92it/s]
 61%|██████    | 1907/3125 [03:35<02:19,  8.74it/s]
 61%|██████    | 1908/3125 [03:35<02:21,  8.57it/s]
 61%|██████    | 1909/3125 [03:35<02:23,  8.46it/s]
 61%|██████    | 1910/3125 [03:35<02:24,  8.40it/s]
 61%|██████    | 1912/3125 [03:36<02:16,  8.92it/s]
 61%|██████    | 1913/3125 [03:36<02:19,  8.72it/s]
 61%|██████    | 1914/3125 [03:36<02:20,  8.61it/s]
 61%|██████▏   | 1916/3125 [03:36<02:06,  9.55it/s]
 61%|██████▏   | 1917/3125 [03:36<02:11,  9.16it/s]
 61%|██████▏   | 1918/3125 [03:36<02:17,  8.81it/s]
 61%|██████▏   | 1919/3125 [03:36<02:17,  8.76it/s]
 61%|██████▏   | 1920/3125 [03:36<02:20,  8.60it/s]
 61%|██████▏   | 1921/3125 [03:37<02:14,  8.95it/s]
 62%|██████▏   | 1923/3125 [03:37<02:09,  9.26it/s]
 62%|██████▏   | 1924/3125 [03:37<02:13,  8.98it/s]
 62%|██████▏   | 1925/3125 [03:37<02:16,  8.82it/s]
 62%|██████▏   | 1926/3125 [03:37<02:18,  8.65it/s]
 62%|██████▏   | 1927/3125 [03:37<02:20,  8.51it/s]
 62%|██████▏   | 1928/3125 [03:37<02:22,  8.41it/s]
 62%|██████▏   | 1929/3125 [03:38<02:23,  8.35it/s]
 62%|██████▏   | 1930/3125 [03:38<02:23,  8.30it/s]
 62%|██████▏   | 1931/3125 [03:38<02:25,  8.22it/s]
 62%|██████▏   | 1932/3125 [03:38<02:25,  8.20it/s]
 62%|██████▏   | 1933/3125 [03:38<02:25,  8.18it/s]
 62%|██████▏   | 1934/3125 [03:38<02:25,  8.17it/s]
 62%|██████▏   | 1936/3125 [03:38<02:17,  8.62it/s]
 62%|██████▏   | 1937/3125 [03:38<02:19,  8.52it/s]
 62%|██████▏   | 1938/3125 [03:39<02:20,  8.45it/s]
 62%|██████▏   | 1939/3125 [03:39<02:21,  8.36it/s]
 62%|██████▏   | 1940/3125 [03:39<02:22,  8.33it/s]
 62%|██████▏   | 1941/3125 [03:39<02:23,  8.25it/s]
 62%|██████▏   | 1942/3125 [03:39<02:19,  8.46it/s]
 62%|██████▏   | 1944/3125 [03:39<02:12,  8.93it/s]
 62%|██████▏   | 1946/3125 [03:39<01:52, 10.45it/s]
 62%|██████▏   | 1948/3125 [03:40<02:03,  9.53it/s]
 62%|██████▏   | 1950/3125 [03:40<01:57,  9.99it/s]
 62%|██████▏   | 1952/3125 [03:40<01:54, 10.25it/s]
 63%|██████▎   | 1954/3125 [03:40<02:03,  9.46it/s]
 63%|██████▎   | 1955/3125 [03:40<02:06,  9.26it/s]
 63%|██████▎   | 1956/3125 [03:41<02:09,  9.02it/s]
 63%|██████▎   | 1957/3125 [03:41<02:12,  8.84it/s]
 63%|██████▎   | 1958/3125 [03:41<02:11,  8.89it/s]
 63%|██████▎   | 1959/3125 [03:41<02:14,  8.70it/s]
 63%|██████▎   | 1960/3125 [03:41<02:16,  8.56it/s]
 63%|██████▎   | 1962/3125 [03:41<02:11,  8.85it/s]
 63%|██████▎   | 1963/3125 [03:41<02:13,  8.68it/s]
 63%|██████▎   | 1964/3125 [03:41<02:15,  8.57it/s]
 63%|██████▎   | 1965/3125 [03:42<02:17,  8.46it/s]
 63%|██████▎   | 1966/3125 [03:42<02:19,  8.30it/s]
 63%|██████▎   | 1968/3125 [03:42<02:07,  9.05it/s]
 63%|██████▎   | 1969/3125 [03:42<02:10,  8.83it/s]
 63%|██████▎   | 1970/3125 [03:42<02:14,  8.61it/s]
 63%|██████▎   | 1971/3125 [03:42<02:15,  8.52it/s]
 63%|██████▎   | 1972/3125 [03:42<02:12,  8.67it/s]
 63%|██████▎   | 1974/3125 [03:43<02:09,  8.90it/s]
 63%|██████▎   | 1976/3125 [03:43<02:03,  9.33it/s]
 63%|██████▎   | 1977/3125 [03:43<02:06,  9.05it/s]
 63%|██████▎   | 1978/3125 [03:43<02:09,  8.83it/s]
 63%|██████▎   | 1980/3125 [03:43<02:00,  9.48it/s]
 63%|██████▎   | 1981/3125 [03:43<02:04,  9.17it/s]
 63%|██████▎   | 1982/3125 [03:43<02:08,  8.90it/s]
 63%|██████▎   | 1983/3125 [03:44<02:11,  8.69it/s]
 63%|██████▎   | 1984/3125 [03:44<02:13,  8.55it/s]
 64%|██████▎   | 1985/3125 [03:44<02:14,  8.46it/s]
 64%|██████▎   | 1986/3125 [03:44<02:15,  8.38it/s]
 64%|██████▎   | 1987/3125 [03:44<02:15,  8.41it/s]
 64%|██████▎   | 1988/3125 [03:44<02:15,  8.37it/s]
 64%|██████▎   | 1990/3125 [03:44<02:01,  9.37it/s]
 64%|██████▎   | 1991/3125 [03:44<02:00,  9.40it/s]
 64%|██████▎   | 1992/3125 [03:45<02:05,  9.00it/s]
 64%|██████▍   | 1993/3125 [03:45<02:08,  8.83it/s]
 64%|██████▍   | 1994/3125 [03:45<02:10,  8.63it/s]
 64%|██████▍   | 1995/3125 [03:45<02:12,  8.51it/s]
 64%|██████▍   | 1996/3125 [03:45<02:14,  8.38it/s]
 64%|██████▍   | 1997/3125 [03:45<02:15,  8.35it/s]
 64%|██████▍   | 1999/3125 [03:45<02:00,  9.34it/s]
 64%|██████▍   | 2000/3125 [03:46<02:04,  9.06it/s]
 64%|██████▍   | 2001/3125 [03:46<02:07,  8.81it/s]
 64%|██████▍   | 2002/3125 [03:46<02:10,  8.64it/s]
 64%|██████▍   | 2003/3125 [03:46<02:11,  8.51it/s]
 64%|██████▍   | 2004/3125 [03:46<02:13,  8.42it/s]
 64%|██████▍   | 2005/3125 [03:46<02:13,  8.36it/s]
 64%|██████▍   | 2007/3125 [03:46<01:52,  9.98it/s]
 64%|██████▍   | 2008/3125 [03:46<01:57,  9.47it/s]
 64%|██████▍   | 2009/3125 [03:47<02:02,  9.10it/s]
 64%|██████▍   | 2010/3125 [03:47<02:06,  8.84it/s]
 64%|██████▍   | 2011/3125 [03:47<02:08,  8.67it/s]
 64%|██████▍   | 2013/3125 [03:47<01:58,  9.35it/s]
 64%|██████▍   | 2014/3125 [03:47<02:02,  9.05it/s]
 64%|██████▍   | 2015/3125 [03:47<02:06,  8.81it/s]
 65%|██████▍   | 2016/3125 [03:47<02:09,  8.59it/s]
 65%|██████▍   | 2017/3125 [03:47<02:11,  8.40it/s]
 65%|██████▍   | 2018/3125 [03:48<02:14,  8.25it/s]
 65%|██████▍   | 2019/3125 [03:48<02:15,  8.16it/s]
 65%|██████▍   | 2020/3125 [03:48<02:15,  8.13it/s]
 65%|██████▍   | 2021/3125 [03:48<02:09,  8.54it/s]
 65%|██████▍   | 2022/3125 [03:48<02:10,  8.45it/s]
 65%|██████▍   | 2024/3125 [03:48<01:57,  9.41it/s]
 65%|██████▍   | 2025/3125 [03:48<02:01,  9.07it/s]
 65%|██████▍   | 2026/3125 [03:48<02:04,  8.83it/s]
 65%|██████▍   | 2027/3125 [03:49<02:07,  8.64it/s]
 65%|██████▍   | 2028/3125 [03:49<02:08,  8.52it/s]
 65%|██████▍   | 2030/3125 [03:49<02:01,  9.00it/s]
 65%|██████▌   | 2032/3125 [03:49<01:55,  9.42it/s]
 65%|██████▌   | 2033/3125 [03:49<01:59,  9.13it/s]
 65%|██████▌   | 2034/3125 [03:49<02:02,  8.89it/s]
 65%|██████▌   | 2035/3125 [03:49<02:05,  8.72it/s]
 65%|██████▌   | 2037/3125 [03:50<02:01,  8.95it/s]
 65%|██████▌   | 2039/3125 [03:50<01:51,  9.75it/s]
 65%|██████▌   | 2041/3125 [03:50<01:54,  9.50it/s]
 65%|██████▌   | 2042/3125 [03:50<01:57,  9.23it/s]
 65%|██████▌   | 2043/3125 [03:50<02:00,  8.99it/s]
 65%|██████▌   | 2044/3125 [03:50<02:00,  9.00it/s]
 65%|██████▌   | 2045/3125 [03:51<02:02,  8.80it/s]
 66%|██████▌   | 2047/3125 [03:51<01:57,  9.16it/s]
 66%|██████▌   | 2048/3125 [03:51<02:01,  8.90it/s]
 66%|██████▌   | 2049/3125 [03:51<02:03,  8.69it/s]
 66%|██████▌   | 2050/3125 [03:51<02:04,  8.63it/s]
 66%|██████▌   | 2051/3125 [03:51<02:07,  8.42it/s]
 66%|██████▌   | 2052/3125 [03:51<02:08,  8.35it/s]
 66%|██████▌   | 2053/3125 [03:52<02:08,  8.33it/s]
 66%|██████▌   | 2054/3125 [03:52<02:09,  8.30it/s]
 66%|██████▌   | 2055/3125 [03:52<02:09,  8.27it/s]
 66%|██████▌   | 2056/3125 [03:52<02:09,  8.25it/s]
 66%|██████▌   | 2057/3125 [03:52<02:03,  8.61it/s]
 66%|██████▌   | 2058/3125 [03:52<02:05,  8.49it/s]
 66%|██████▌   | 2060/3125 [03:52<01:58,  9.00it/s]
 66%|██████▌   | 2061/3125 [03:52<02:01,  8.77it/s]
 66%|██████▌   | 2062/3125 [03:53<02:03,  8.59it/s]
 66%|██████▌   | 2063/3125 [03:53<02:05,  8.48it/s]
 66%|██████▌   | 2064/3125 [03:53<02:06,  8.42it/s]
 66%|██████▌   | 2066/3125 [03:53<01:56,  9.08it/s]
 66%|██████▌   | 2068/3125 [03:53<01:49,  9.65it/s]
 66%|██████▌   | 2069/3125 [03:53<01:53,  9.29it/s]
 66%|██████▌   | 2070/3125 [03:53<01:57,  9.01it/s]
 66%|██████▋   | 2071/3125 [03:54<01:59,  8.79it/s]
 66%|██████▋   | 2072/3125 [03:54<02:02,  8.60it/s]
 66%|██████▋   | 2073/3125 [03:54<02:03,  8.50it/s]
 66%|██████▋   | 2074/3125 [03:54<01:59,  8.80it/s]
 66%|██████▋   | 2075/3125 [03:54<02:01,  8.62it/s]
 66%|██████▋   | 2076/3125 [03:54<02:03,  8.50it/s]
 66%|██████▋   | 2078/3125 [03:54<01:58,  8.81it/s]
 67%|██████▋   | 2079/3125 [03:54<02:00,  8.65it/s]
 67%|██████▋   | 2080/3125 [03:55<02:03,  8.49it/s]
 67%|██████▋   | 2082/3125 [03:55<01:59,  8.75it/s]
 67%|██████▋   | 2083/3125 [03:55<02:00,  8.61it/s]
 67%|██████▋   | 2084/3125 [03:55<02:02,  8.52it/s]
 67%|██████▋   | 2085/3125 [03:55<02:03,  8.43it/s]
 67%|██████▋   | 2086/3125 [03:55<02:02,  8.51it/s]
 67%|██████▋   | 2087/3125 [03:55<02:03,  8.41it/s]
 67%|██████▋   | 2088/3125 [03:56<02:04,  8.35it/s]
 67%|██████▋   | 2089/3125 [03:56<02:04,  8.32it/s]
 67%|██████▋   | 2091/3125 [03:56<01:44,  9.87it/s]
 67%|██████▋   | 2092/3125 [03:56<01:50,  9.38it/s]
 67%|██████▋   | 2093/3125 [03:56<01:53,  9.06it/s]
 67%|██████▋   | 2094/3125 [03:56<01:57,  8.78it/s]
 67%|██████▋   | 2095/3125 [03:56<01:59,  8.62it/s]
 67%|██████▋   | 2096/3125 [03:56<02:00,  8.51it/s]
 67%|██████▋   | 2097/3125 [03:57<02:02,  8.39it/s]
 67%|██████▋   | 2098/3125 [03:57<02:03,  8.34it/s]
 67%|██████▋   | 2099/3125 [03:57<02:03,  8.30it/s]
 67%|██████▋   | 2100/3125 [03:57<02:01,  8.44it/s]
 67%|██████▋   | 2102/3125 [03:57<01:54,  8.97it/s]
 67%|██████▋   | 2103/3125 [03:57<01:56,  8.78it/s]
 67%|██████▋   | 2104/3125 [03:57<01:58,  8.61it/s]
 67%|██████▋   | 2105/3125 [03:57<01:59,  8.50it/s]
 67%|██████▋   | 2107/3125 [03:58<01:50,  9.20it/s]
 67%|██████▋   | 2108/3125 [03:58<01:53,  8.95it/s]
 67%|██████▋   | 2109/3125 [03:58<01:56,  8.74it/s]
 68%|██████▊   | 2110/3125 [03:58<01:57,  8.60it/s]
 68%|██████▊   | 2111/3125 [03:58<01:59,  8.48it/s]
 68%|██████▊   | 2112/3125 [03:58<02:00,  8.42it/s]
 68%|██████▊   | 2114/3125 [03:58<01:40, 10.07it/s]
 68%|██████▊   | 2115/3125 [03:59<01:46,  9.51it/s]
 68%|██████▊   | 2116/3125 [03:59<01:50,  9.15it/s]
 68%|██████▊   | 2118/3125 [03:59<01:38, 10.19it/s]
 68%|██████▊   | 2119/3125 [03:59<01:44,  9.63it/s]
 68%|██████▊   | 2120/3125 [03:59<01:48,  9.24it/s]
 68%|██████▊   | 2121/3125 [03:59<01:52,  8.94it/s]
 68%|██████▊   | 2122/3125 [03:59<01:55,  8.71it/s]
 68%|██████▊   | 2123/3125 [03:59<01:57,  8.54it/s]
 68%|██████▊   | 2124/3125 [04:00<01:58,  8.45it/s]
 68%|██████▊   | 2125/3125 [04:00<01:56,  8.62it/s]
 68%|██████▊   | 2126/3125 [04:00<01:58,  8.44it/s]
 68%|██████▊   | 2127/3125 [04:00<01:58,  8.39it/s]
 68%|██████▊   | 2128/3125 [04:00<01:59,  8.34it/s]
 68%|██████▊   | 2130/3125 [04:00<01:45,  9.43it/s]
 68%|██████▊   | 2132/3125 [04:00<01:39, 10.03it/s]
 68%|██████▊   | 2133/3125 [04:01<01:43,  9.56it/s]
 68%|██████▊   | 2134/3125 [04:01<01:47,  9.21it/s]
 68%|██████▊   | 2136/3125 [04:01<01:41,  9.77it/s]
 68%|██████▊   | 2137/3125 [04:01<01:45,  9.36it/s]
 68%|██████▊   | 2138/3125 [04:01<01:49,  9.05it/s]
 68%|██████▊   | 2139/3125 [04:01<01:51,  8.80it/s]
 68%|██████▊   | 2140/3125 [04:01<01:53,  8.65it/s]
 69%|██████▊   | 2141/3125 [04:01<01:55,  8.52it/s]
 69%|██████▊   | 2143/3125 [04:02<01:48,  9.04it/s]
 69%|██████▊   | 2144/3125 [04:02<01:51,  8.81it/s]
 69%|██████▊   | 2145/3125 [04:02<01:53,  8.67it/s]
 69%|██████▊   | 2147/3125 [04:02<01:46,  9.18it/s]
 69%|██████▊   | 2148/3125 [04:02<01:49,  8.95it/s]
 69%|██████▉   | 2150/3125 [04:02<01:34, 10.27it/s]
 69%|██████▉   | 2152/3125 [04:03<01:39,  9.79it/s]
 69%|██████▉   | 2154/3125 [04:03<01:37,  9.92it/s]
 69%|██████▉   | 2155/3125 [04:03<01:41,  9.55it/s]
 69%|██████▉   | 2157/3125 [04:03<01:39,  9.70it/s]
 69%|██████▉   | 2158/3125 [04:03<01:43,  9.34it/s]
 69%|██████▉   | 2159/3125 [04:03<01:46,  9.05it/s]
 69%|██████▉   | 2160/3125 [04:03<01:49,  8.81it/s]
 69%|██████▉   | 2161/3125 [04:04<01:51,  8.66it/s]
 69%|██████▉   | 2162/3125 [04:04<01:53,  8.52it/s]
 69%|██████▉   | 2163/3125 [04:04<01:52,  8.52it/s]
 69%|██████▉   | 2164/3125 [04:04<01:53,  8.44it/s]
 69%|██████▉   | 2165/3125 [04:04<01:54,  8.36it/s]
 69%|██████▉   | 2166/3125 [04:04<01:55,  8.32it/s]
 69%|██████▉   | 2167/3125 [04:04<01:55,  8.31it/s]
 69%|██████▉   | 2169/3125 [04:05<01:43,  9.28it/s]
 69%|██████▉   | 2170/3125 [04:05<01:46,  9.00it/s]
 70%|██████▉   | 2172/3125 [04:05<01:37,  9.75it/s]
 70%|██████▉   | 2173/3125 [04:05<01:42,  9.33it/s]
 70%|██████▉   | 2174/3125 [04:05<01:45,  9.04it/s]
 70%|██████▉   | 2175/3125 [04:05<01:48,  8.78it/s]
 70%|██████▉   | 2177/3125 [04:05<01:46,  8.90it/s]
 70%|██████▉   | 2178/3125 [04:06<01:48,  8.74it/s]
 70%|██████▉   | 2180/3125 [04:06<01:32, 10.26it/s]
 70%|██████▉   | 2182/3125 [04:06<01:37,  9.62it/s]
 70%|██████▉   | 2184/3125 [04:06<01:28, 10.67it/s]
 70%|██████▉   | 2186/3125 [04:06<01:36,  9.76it/s]
 70%|███████   | 2188/3125 [04:07<01:41,  9.25it/s]
 70%|███████   | 2189/3125 [04:07<01:43,  9.04it/s]
 70%|███████   | 2190/3125 [04:07<01:45,  8.85it/s]
 70%|███████   | 2191/3125 [04:07<01:47,  8.69it/s]
 70%|███████   | 2192/3125 [04:07<01:48,  8.58it/s]
 70%|███████   | 2194/3125 [04:07<01:45,  8.81it/s]
 70%|███████   | 2195/3125 [04:07<01:47,  8.66it/s]
 70%|███████   | 2197/3125 [04:08<01:36,  9.63it/s]
 70%|███████   | 2198/3125 [04:08<01:39,  9.27it/s]
 70%|███████   | 2199/3125 [04:08<01:39,  9.34it/s]
 70%|███████   | 2200/3125 [04:08<01:42,  9.02it/s]
 70%|███████   | 2201/3125 [04:08<01:43,  8.94it/s]
 70%|███████   | 2202/3125 [04:08<01:46,  8.70it/s]
 70%|███████   | 2203/3125 [04:08<01:47,  8.56it/s]
 71%|███████   | 2204/3125 [04:08<01:48,  8.46it/s]
 71%|███████   | 2205/3125 [04:08<01:48,  8.45it/s]
 71%|███████   | 2206/3125 [04:09<01:49,  8.39it/s]
 71%|███████   | 2208/3125 [04:09<01:40,  9.16it/s]
 71%|███████   | 2210/3125 [04:09<01:34,  9.67it/s]
 71%|███████   | 2211/3125 [04:09<01:38,  9.31it/s]
 71%|███████   | 2212/3125 [04:09<01:36,  9.46it/s]
 71%|███████   | 2213/3125 [04:09<01:40,  9.11it/s]
 71%|███████   | 2214/3125 [04:09<01:42,  8.86it/s]
 71%|███████   | 2216/3125 [04:10<01:34,  9.59it/s]
 71%|███████   | 2217/3125 [04:10<01:39,  9.17it/s]
 71%|███████   | 2218/3125 [04:10<01:42,  8.89it/s]
 71%|███████   | 2219/3125 [04:10<01:44,  8.69it/s]
 71%|███████   | 2220/3125 [04:10<01:45,  8.56it/s]
 71%|███████   | 2221/3125 [04:10<01:46,  8.47it/s]
 71%|███████   | 2222/3125 [04:10<01:42,  8.84it/s]
 71%|███████   | 2223/3125 [04:10<01:45,  8.56it/s]
 71%|███████   | 2224/3125 [04:11<01:46,  8.44it/s]
 71%|███████   | 2225/3125 [04:11<01:44,  8.64it/s]
 71%|███████▏  | 2227/3125 [04:11<01:31,  9.79it/s]
 71%|███████▏  | 2228/3125 [04:11<01:35,  9.35it/s]
 71%|███████▏  | 2229/3125 [04:11<01:39,  9.01it/s]
 71%|███████▏  | 2230/3125 [04:11<01:41,  8.78it/s]
 71%|███████▏  | 2231/3125 [04:11<01:43,  8.61it/s]
 71%|███████▏  | 2232/3125 [04:11<01:45,  8.48it/s]
 71%|███████▏  | 2233/3125 [04:12<01:46,  8.39it/s]
 71%|███████▏  | 2234/3125 [04:12<01:46,  8.35it/s]
 72%|███████▏  | 2235/3125 [04:12<01:47,  8.28it/s]
 72%|███████▏  | 2236/3125 [04:12<01:47,  8.25it/s]
 72%|███████▏  | 2237/3125 [04:12<01:47,  8.25it/s]
 72%|███████▏  | 2238/3125 [04:12<01:47,  8.22it/s]
 72%|███████▏  | 2239/3125 [04:12<01:47,  8.23it/s]
 72%|███████▏  | 2240/3125 [04:12<01:47,  8.21it/s]
 72%|███████▏  | 2241/3125 [04:13<01:47,  8.20it/s]
 72%|███████▏  | 2242/3125 [04:13<01:48,  8.12it/s]
 72%|███████▏  | 2243/3125 [04:13<01:48,  8.13it/s]
 72%|███████▏  | 2244/3125 [04:13<01:48,  8.13it/s]
 72%|███████▏  | 2245/3125 [04:13<01:48,  8.14it/s]
 72%|███████▏  | 2246/3125 [04:13<01:47,  8.14it/s]
 72%|███████▏  | 2247/3125 [04:13<01:47,  8.18it/s]
 72%|███████▏  | 2249/3125 [04:14<01:34,  9.29it/s]
